TIC,sector,filename,ebs_true,exo_true,flares_true,rot_true,ebs_pred,exo_pred,flares_pred,rot_pred
97908039,10,tess2019085135100-s0010-0000000097908039-0140-s_wt.npy,1.0,0.0,0.0,0.0,0.0008265647,0.001762099,0.0029664342,0.9944449
234825296,6,tess2018349182500-s0006-0000000234825296-0126-s_wt.npy,0.0,1.0,0.0,0.0,0.0037872016,0.9738897,0.007931693,0.01439131
260161144,2,tess2018234235059-s0002-0000000260161144-0121-s_wt.npy,1.0,0.0,0.0,0.0,0.9561909,0.035865486,0.004085872,0.003857819
358466920,8,tess2019032160000-s0008-0000000358466920-0136-s_wt.npy,0.0,0.0,0.0,1.0,0.0016909594,0.0029324167,0.003874404,0.9915023
229771234,23,tess2020078014623-s0023-0000000229771234-0177-s_wt.npy,1.0,0.0,0.0,0.0,0.9519546,0.009140568,0.0073024253,0.031602297
293647739,34,tess2021014023720-s0034-0000000293647739-0204-s_wt.npy,0.0,0.0,0.0,1.0,0.0023489527,0.0021920982,0.0035076933,0.9919512
233080133,22,tess2020049080258-s0022-0000000233080133-0174-s_wt.npy,1.0,0.0,0.0,0.0,0.12049521,0.023168858,0.03296074,0.82337517
315810194,24,tess2020106103520-s0024-0000000315810194-0180-s_wt.npy,0.0,0.0,0.0,1.0,0.9607103,0.0047409777,0.0069171996,0.027631419
12509218,2,tess2018234235059-s0002-0000000012509218-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.0028920765,0.003758782,0.50323087,0.4901183
467971286,27,tess2020186164531-s0027-0000000467971286-0189-s_wt.npy,0.0,1.0,0.0,0.0,0.012133468,0.97950375,0.0050756508,0.0032871056
259168516,58,tess2022302161335-s0058-0000000259168516-0247-s_wt.npy,0.0,1.0,0.0,0.0,0.0029940042,0.9752696,0.019686501,0.0020499318
312060302,18,tess2019306063752-s0018-0000000312060302-0162-s_wt.npy,1.0,0.0,0.0,0.0,0.99340993,0.0029220069,0.0015149966,0.0021530145
220323146,6,tess2018349182500-s0006-0000000220323146-0126-s_wt.npy,0.0,0.0,0.0,1.0,0.006485061,0.0040860125,0.00939975,0.9800292
50897666,32,tess2020324010417-s0032-0000000050897666-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.0076244283,0.0277945,0.01688983,0.9476912
150187916,6,tess2018349182500-s0006-0000000150187916-0126-s_wt.npy,1.0,0.0,0.0,0.0,0.02628478,0.0027104295,0.008716809,0.962288
198382838,15,tess2019226182529-s0015-0000000198382838-0151-s_wt.npy,1.0,0.0,0.0,0.0,0.6170205,0.024312988,0.019676344,0.3389901
286865921,37,tess2021091135823-s0037-0000000286865921-0208-s_wt.npy,0.0,1.0,0.0,0.0,0.0014511509,0.99748755,0.0006694362,0.0003918283
279219977,35,tess2021039152502-s0035-0000000279219977-0205-s_wt.npy,0.0,0.0,0.0,1.0,0.0021759863,0.013941787,0.0048147533,0.97906744
30313682,11,tess2019112060037-s0011-0000000030313682-0143-s_wt.npy,1.0,0.0,0.0,0.0,0.99786586,0.0014994732,0.00032285127,0.000311857
366410512,34,tess2021014023720-s0034-0000000366410512-0204-s_wt.npy,0.0,1.0,0.0,0.0,0.89224434,0.07502991,0.02038431,0.012341551
444013020,45,tess2021310001228-s0045-0000000444013020-0216-s_wt.npy,0.0,1.0,0.0,0.0,0.0008492781,0.9977112,0.0009810629,0.00045839592
293687315,23,tess2020078014623-s0023-0000000293687315-0177-s_wt.npy,0.0,1.0,0.0,0.0,0.014067753,0.9765697,0.0053048073,0.0040577403
121213501,14,tess2019198215352-s0014-0000000121213501-0150-s_wt.npy,1.0,0.0,0.0,0.0,0.99060285,0.0042149345,0.0026894242,0.0024927582
405177882,10,tess2019085135100-s0010-0000000405177882-0140-s_wt.npy,1.0,0.0,0.0,0.0,0.7984109,0.19240506,0.004325231,0.0048587555
382512638,9,tess2019058134432-s0009-0000000382512638-0139-s_wt.npy,0.0,0.0,0.0,1.0,0.010844376,0.028376203,0.03951017,0.92126924
48084398,26,tess2020160202036-s0026-0000000048084398-0188-s_wt.npy,1.0,0.0,0.0,0.0,0.9857525,0.002867527,0.0030267716,0.008353316
394699148,27,tess2020186164531-s0027-0000000394699148-0189-s_wt.npy,1.0,0.0,0.0,0.0,0.98645335,0.00661757,0.0031596983,0.0037693984
271554665,11,tess2019112060037-s0011-0000000271554665-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.006597066,0.015772816,0.017157411,0.9604727
350146388,4,tess2018292075959-s0004-0000000350146388-0124-s_wt.npy,0.0,0.0,0.0,1.0,0.008393284,0.0072218818,0.031850148,0.9525347
376939759,70,tess2023263165758-s0070-0000000376939759-0265-s_wt.npy,0.0,1.0,0.0,0.0,0.0014116935,0.98963636,0.0073487367,0.0016032123
314149533,17,tess2019279210107-s0017-0000000314149533-0161-s_wt.npy,0.0,0.0,0.0,1.0,0.31118208,0.6276525,0.03266571,0.028499726
229742722,18,tess2019306063752-s0018-0000000229742722-0162-s_wt.npy,0.0,1.0,0.0,0.0,0.0065204557,0.98401976,0.0032769265,0.0061828736
178879588,32,tess2020324010417-s0032-0000000178879588-0200-s_wt.npy,0.0,1.0,0.0,0.0,0.022062087,0.96689624,0.006096911,0.0049447794
360261300,12,tess2019140104343-s0012-0000000360261300-0144-s_wt.npy,0.0,0.0,0.0,1.0,0.04890685,0.019884136,0.73817116,0.19303787
263930790,26,tess2020160202036-s0026-0000000263930790-0188-s_wt.npy,1.0,0.0,0.0,0.0,0.99152523,0.0018981238,0.0032340854,0.0033425684
250707118,58,tess2022302161335-s0058-0000000250707118-0247-s_wt.npy,0.0,1.0,0.0,0.0,0.0022650748,0.996393,0.0008774607,0.00046439937
268403451,40,tess2021175071901-s0040-0000000268403451-0211-s_wt.npy,0.0,1.0,0.0,0.0,0.0009329952,0.9973707,0.0010058006,0.0006904053
278866211,5,tess2018319095959-s0005-0000000278866211-0125-s_wt.npy,1.0,0.0,0.0,0.0,0.007646506,0.97698,0.005316035,0.010057496
408310006,35,tess2021039152502-s0035-0000000408310006-0205-s_wt.npy,0.0,1.0,0.0,0.0,0.0050145416,0.99280643,0.001154826,0.0010240718
167343133,13,tess2019169103026-s0013-0000000167343133-0146-s_wt.npy,0.0,0.0,0.0,1.0,0.025411263,0.008467707,0.012064147,0.95405686
410451677,9,tess2019058134432-s0009-0000000410451677-0139-s_wt.npy,0.0,0.0,0.0,1.0,0.0007031504,0.0008561143,0.0020862548,0.99635446
323354786,11,tess2019112060037-s0011-0000000323354786-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.0025671795,0.0045948448,0.09735474,0.8954832
140659978,32,tess2020324010417-s0032-0000000140659978-0200-s_wt.npy,1.0,0.0,0.0,0.0,0.9979583,0.0018532296,9.51877e-05,9.330967e-05
274676647,26,tess2020160202036-s0026-0000000274676647-0188-s_wt.npy,1.0,0.0,0.0,0.0,0.99866164,0.00059488893,0.00036755684,0.00037599984
92865531,1,tess2018206045859-s0001-0000000092865531-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.00888745,0.0036231794,0.0068368423,0.9806526
220391763,2,tess2018234235059-s0002-0000000220391763-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.026879435,0.012176834,0.9497529,0.011190872
229793060,22,tess2020049080258-s0022-0000000229793060-0174-s_wt.npy,0.0,0.0,0.0,1.0,0.003985402,0.001612171,0.0047953203,0.98960716
198388252,17,tess2019279210107-s0017-0000000198388252-0161-s_wt.npy,1.0,0.0,0.0,0.0,0.99233353,0.0034839248,0.002151464,0.0020311023
382383684,1,tess2018206045859-s0001-0000000382383684-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.022804067,0.25781104,0.7049121,0.014472777
254131256,27,tess2020186164531-s0027-0000000254131256-0189-s_wt.npy,0.0,0.0,0.0,1.0,0.9722651,0.010083352,0.0070671015,0.010584469
50619726,32,tess2020324010417-s0032-0000000050619726-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.009695713,0.009776778,0.018737063,0.9617904
220476782,1,tess2018206045859-s0001-0000000220476782-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.41247636,0.07758589,0.4898912,0.020046603
238813187,1,tess2018206045859-s0001-0000000238813187-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.5069565,0.18005894,0.21498384,0.09800069
51955546,24,tess2020106103520-s0024-0000000051955546-0180-s_wt.npy,1.0,0.0,0.0,0.0,0.98138213,0.005116354,0.006318833,0.007182766
31779608,2,tess2018234235059-s0002-0000000031779608-0121-s_wt.npy,1.0,0.0,0.0,0.0,0.11629649,0.19058664,0.6748747,0.018242098
233195058,21,tess2020020091053-s0021-0000000233195058-0167-s_wt.npy,1.0,0.0,0.0,0.0,0.5478312,0.4229708,0.0175308,0.011667202
138644215,41,tess2021204101404-s0041-0000000138644215-0212-s_wt.npy,0.0,1.0,0.0,0.0,0.0011338951,0.99621046,0.0008327262,0.0018228951
366557556,25,tess2020133194932-s0025-0000000366557556-0182-s_wt.npy,1.0,0.0,0.0,0.0,0.97979647,0.008582166,0.005527839,0.0060934927
55652785,11,tess2019112060037-s0011-0000000055652785-0143-s_wt.npy,1.0,0.0,0.0,0.0,0.9978255,0.0007754234,0.00051680766,0.0008822443
237104103,51,tess2022112184951-s0051-0000000237104103-0223-s_wt.npy,0.0,1.0,0.0,0.0,0.0005217078,0.99872214,0.0005236858,0.00023236468
271893367,35,tess2021039152502-s0035-0000000271893367-0205-s_wt.npy,0.0,1.0,0.0,0.0,0.13723725,0.5493493,0.023962032,0.28945142
48499902,26,tess2020160202036-s0026-0000000048499902-0188-s_wt.npy,1.0,0.0,0.0,0.0,0.8964222,0.031932876,0.033947006,0.037697878
10398635,26,tess2020160202036-s0026-0000000010398635-0188-s_wt.npy,0.0,0.0,0.0,1.0,0.004692988,0.011186344,0.00992685,0.9741939
31850842,28,tess2020212050318-s0028-0000000031850842-0190-s_wt.npy,1.0,0.0,0.0,0.0,0.9909614,0.006908745,0.0010973708,0.0010325541
232038798,34,tess2021014023720-s0034-0000000232038798-0204-s_wt.npy,0.0,1.0,0.0,0.0,0.022298409,0.5765561,0.28159693,0.11954856
142048746,11,tess2019112060037-s0011-0000000142048746-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.008106999,0.9251044,0.021262942,0.045525625
467668926,11,tess2019112060037-s0011-0000000467668926-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.0064810496,0.0023912129,0.006150896,0.98497677
279323859,9,tess2019058134432-s0009-0000000279323859-0139-s_wt.npy,1.0,0.0,0.0,0.0,0.99920064,0.00029480492,0.00022223988,0.00028227307
229510866,73,tess2023341045131-s0073-0000000229510866-0268-s_wt.npy,0.0,1.0,0.0,0.0,0.006252127,0.9866195,0.0049065854,0.002221694
420112589,21,tess2020020091053-s0021-0000000420112589-0167-s_wt.npy,0.0,1.0,0.0,0.0,0.012429644,0.42224544,0.032912895,0.532412
164786087,53,tess2022164095748-s0053-0000000164786087-0226-s_wt.npy,0.0,1.0,0.0,0.0,0.0007538418,0.996983,0.0008913749,0.0013717356
53458803,34,tess2021014023720-s0034-0000000053458803-0204-s_wt.npy,0.0,1.0,0.0,0.0,0.00067796535,0.9983668,0.0006230979,0.00033231158
200668936,2,tess2018234235059-s0002-0000000200668936-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.0033758632,0.003118152,0.9883277,0.005178306
271893367,27,tess2020186164531-s0027-0000000271893367-0189-s_wt.npy,0.0,1.0,0.0,0.0,0.002664982,0.99538535,0.00090153073,0.0010480639
239816546,45,tess2021310001228-s0045-0000000239816546-0216-s_wt.npy,0.0,1.0,0.0,0.0,0.0014026711,0.99666107,0.0012091233,0.00072711206
365733349,18,tess2019306063752-s0018-0000000365733349-0162-s_wt.npy,0.0,1.0,0.0,0.0,0.023085175,0.9551709,0.010514588,0.011229399
278078903,1,tess2018206045859-s0001-0000000278078903-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.014967994,0.0081253555,0.4020224,0.5748842
192790476,33,tess2020351194500-s0033-0000000192790476-0203-s_wt.npy,0.0,1.0,0.0,0.0,0.03509853,0.6714518,0.071968764,0.22148089
287080092,57,tess2022273165103-s0057-0000000287080092-0245-s_wt.npy,0.0,1.0,0.0,0.0,0.003910461,0.85373396,0.1374012,0.0049543767
85593751,58,tess2022302161335-s0058-0000000085593751-0247-s_wt.npy,0.0,1.0,0.0,0.0,0.008495224,0.98530823,0.0037681963,0.0024282886
270424046,2,tess2018234235059-s0002-0000000270424046-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.003731407,0.0045289667,0.98496234,0.006777308
349154435,5,tess2018319095959-s0005-0000000349154435-0125-s_wt.npy,1.0,0.0,0.0,0.0,0.9471107,0.048426185,0.0023051363,0.0021579051
356701798,23,tess2020078014623-s0023-0000000356701798-0177-s_wt.npy,1.0,0.0,0.0,0.0,0.99678266,0.00083490467,0.0009779801,0.0014045549
350030939,13,tess2019169103026-s0013-0000000350030939-0146-s_wt.npy,1.0,0.0,0.0,0.0,0.9934709,0.0019627912,0.0011854358,0.0033808043
366410512,44,tess2021284114741-s0044-0000000366410512-0215-s_wt.npy,0.0,1.0,0.0,0.0,0.0004854302,0.9981059,0.00047282127,0.00093585096
256512446,15,tess2019226182529-s0015-0000000256512446-0151-s_wt.npy,1.0,0.0,0.0,0.0,0.34542793,0.22364539,0.39414695,0.036779743
219698950,10,tess2019085135100-s0010-0000000219698950-0140-s_wt.npy,0.0,1.0,0.0,0.0,0.0013005903,0.9968346,0.0011502127,0.0007147113
321669174,54,tess2022190063128-s0054-0000000321669174-0227-s_wt.npy,0.0,1.0,0.0,0.0,0.0011764787,0.9944107,0.0026179636,0.0017948193
272233699,1,tess2018206045859-s0001-0000000272233699-0120-s_wt.npy,0.0,0.0,0.0,1.0,0.0013105614,0.0017334903,0.0014291895,0.99552673
140659978,8,tess2019032160000-s0008-0000000140659978-0136-s_wt.npy,1.0,0.0,0.0,0.0,0.023565287,0.033467483,0.062710285,0.8802569
188768068,54,tess2022190063128-s0054-0000000188768068-0227-s_wt.npy,0.0,1.0,0.0,0.0,0.020248488,0.85321957,0.028329864,0.09820211
262613883,13,tess2019169103026-s0013-0000000262613883-0146-s_wt.npy,0.0,0.0,0.0,1.0,0.009634849,0.0053462805,0.019083058,0.9659358
412540862,11,tess2019112060037-s0011-0000000412540862-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.010961278,0.014187044,0.09909601,0.87575567
146344020,5,tess2018319095959-s0005-0000000146344020-0125-s_wt.npy,1.0,0.0,0.0,0.0,0.9821291,0.008196367,0.0021514578,0.007523138
59017926,12,tess2019140104343-s0012-0000000059017926-0144-s_wt.npy,0.0,0.0,0.0,1.0,0.0014677471,0.0021515146,0.0030377456,0.993343
258920431,52,tess2022138205153-s0052-0000000258920431-0224-s_wt.npy,0.0,1.0,0.0,0.0,0.0069125863,0.98673403,0.002301574,0.004051742
403842720,11,tess2019112060037-s0011-0000000403842720-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.0021683753,0.00220197,0.0034793024,0.9921503
63452790,40,tess2021175071901-s0040-0000000063452790-0211-s_wt.npy,0.0,1.0,0.0,0.0,0.0076847263,0.96805793,0.007874433,0.01638296
299158887,53,tess2022164095748-s0053-0000000299158887-0226-s_wt.npy,0.0,1.0,0.0,0.0,0.006502885,0.01047083,0.010045351,0.972981
373693175,49,tess2022057073128-s0049-0000000373693175-0221-s_wt.npy,0.0,1.0,0.0,0.0,0.00025848852,0.99893624,0.00054348237,0.0002617174
27039476,71,tess2023289093419-s0071-0000000027039476-0266-s_wt.npy,0.0,1.0,0.0,0.0,0.00096601254,0.9950346,0.0021667543,0.0018326705
228507309,2,tess2018234235059-s0002-0000000228507309-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.018250708,0.0041939253,0.44397554,0.5335798
232608943,51,tess2022112184951-s0051-0000000232608943-0223-s_wt.npy,0.0,1.0,0.0,0.0,0.0023125114,0.97907776,0.014263522,0.0043462077
300010961,2,tess2018234235059-s0002-0000000300010961-0121-s_wt.npy,0.0,0.0,0.0,1.0,0.00073302415,0.00046922715,0.0016538603,0.9971439
120566166,2,tess2018234235059-s0002-0000000120566166-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.0011593936,0.0021197968,0.0031394335,0.9935814
79491341,1,tess2018206045859-s0001-0000000079491341-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.004847011,0.026509738,0.9641851,0.0044581406
220512758,1,tess2018206045859-s0001-0000000220512758-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.0029008845,0.005527517,0.9844528,0.0071187573
142100389,19,tess2019331140908-s0019-0000000142100389-0164-s_wt.npy,0.0,0.0,0.0,1.0,0.0042571216,0.002238364,0.0078180395,0.9856865
198073312,2,tess2018234235059-s0002-0000000198073312-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.010254086,0.8663404,0.10800064,0.015404867
262400835,32,tess2020324010417-s0032-0000000262400835-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.69107443,0.09254671,0.1439977,0.07238118
236887394,41,tess2021204101404-s0041-0000000236887394-0212-s_wt.npy,0.0,1.0,0.0,0.0,0.019497216,0.97046494,0.005643049,0.0043947813
411839167,44,tess2021284114741-s0044-0000000411839167-0215-s_wt.npy,0.0,1.0,0.0,0.0,0.023183128,0.671042,0.05774891,0.24802601
373693175,22,tess2020049080258-s0022-0000000373693175-0174-s_wt.npy,0.0,1.0,0.0,0.0,0.00012246401,0.9994861,0.00023669036,0.00015469952
373915220,28,tess2020212050318-s0028-0000000373915220-0190-s_wt.npy,1.0,0.0,0.0,0.0,0.9992212,0.00054379663,0.00013117964,0.00010384192
164458714,75,tess2024030031500-s0075-0000000164458714-0270-s_wt.npy,0.0,1.0,0.0,0.0,0.0006915155,0.99667597,0.0011072349,0.0015253228
289793076,28,tess2020212050318-s0028-0000000289793076-0190-s_wt.npy,0.0,1.0,0.0,0.0,0.062036857,0.3065766,0.094181836,0.5372046
454191600,32,tess2020324010417-s0032-0000000454191600-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.004303291,0.008676662,0.008518332,0.9785017
350297040,7,tess2019006130736-s0007-0000000350297040-0131-s_wt.npy,1.0,0.0,0.0,0.0,0.997993,0.0016614706,0.00016294078,0.00018262569
142109430,11,tess2019112060037-s0011-0000000142109430-0143-s_wt.npy,1.0,0.0,0.0,0.0,0.88459677,0.0092033,0.012661683,0.09353822
300293197,28,tess2020212050318-s0028-0000000300293197-0190-s_wt.npy,1.0,0.0,0.0,0.0,0.002537492,0.13649036,0.0061609563,0.85481125
197987557,1,tess2018206045859-s0001-0000000197987557-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.049370725,0.03646266,0.75440645,0.15976019
175456846,2,tess2018234235059-s0002-0000000175456846-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.019581312,0.041189373,0.5777471,0.36148223
229791084,40,tess2021175071901-s0040-0000000229791084-0211-s_wt.npy,0.0,1.0,0.0,0.0,0.0040437593,0.99368614,0.0014663888,0.0008037244
349480752,33,tess2020351194500-s0033-0000000349480752-0203-s_wt.npy,1.0,0.0,0.0,0.0,0.021191487,0.652821,0.025223289,0.30076423
427399308,32,tess2020324010417-s0032-0000000427399308-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.0003401628,0.0010786871,0.0016524023,0.99692875
231922739,33,tess2020351194500-s0033-0000000231922739-0203-s_wt.npy,1.0,0.0,0.0,0.0,0.998393,0.0006707654,0.000467237,0.00046889935
321669174,57,tess2022273165103-s0057-0000000321669174-0245-s_wt.npy,0.0,1.0,0.0,0.0,0.019000977,0.0755225,0.023307635,0.88216895
373062137,24,tess2020106103520-s0024-0000000373062137-0180-s_wt.npy,0.0,0.0,0.0,1.0,0.042529806,0.1710596,0.088318706,0.69809186
167343133,11,tess2019112060037-s0011-0000000167343133-0143-s_wt.npy,0.0,0.0,0.0,1.0,0.0011261284,0.0017122284,0.0025209615,0.9946407
327953002,2,tess2018234235059-s0002-0000000327953002-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.3707204,0.25209916,0.24942185,0.1277586
232982558,47,tess2021364111932-s0047-0000000232982558-0218-s_wt.npy,0.0,1.0,0.0,0.0,0.0017648004,0.9945562,0.001805252,0.0018739034
339891888,1,tess2018206045859-s0001-0000000339891888-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.012860962,0.9196331,0.05451134,0.012994575
427240420,24,tess2020106103520-s0024-0000000427240420-0180-s_wt.npy,1.0,0.0,0.0,0.0,0.49753073,0.49332353,0.00401356,0.0051321634
273369281,1,tess2018206045859-s0001-0000000273369281-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.00705839,0.008303695,0.97620416,0.008433703
238917141,7,tess2019006130736-s0007-0000000238917141-0131-s_wt.npy,0.0,0.0,0.0,1.0,0.0015787818,0.0029047313,0.0050668884,0.9904496
219788401,19,tess2019331140908-s0019-0000000219788401-0164-s_wt.npy,1.0,0.0,0.0,0.0,0.9646348,0.010901802,0.011717199,0.012746069
325564366,13,tess2019169103026-s0013-0000000325564366-0146-s_wt.npy,1.0,0.0,0.0,0.0,0.7336318,0.14858451,0.07463562,0.043148134
257060897,56,tess2022244194134-s0056-0000000257060897-0243-s_wt.npy,0.0,1.0,0.0,0.0,0.0015718562,0.99671257,0.0012214988,0.00049419445
144539611,4,tess2018292075959-s0004-0000000144539611-0124-s_wt.npy,1.0,0.0,0.0,0.0,0.9950401,0.0035491735,0.00069945044,0.0007112648
280068700,21,tess2020020091053-s0021-0000000280068700-0167-s_wt.npy,0.0,0.0,0.0,1.0,0.0033754336,0.0025296602,0.004548649,0.98954624
233208885,14,tess2019198215352-s0014-0000000233208885-0150-s_wt.npy,1.0,0.0,0.0,0.0,0.99600476,0.0017270234,0.0011356948,0.0011325637
177077475,29,tess2020238165205-s0029-0000000177077475-0193-s_wt.npy,1.0,0.0,0.0,0.0,0.03828541,0.08962306,0.059190746,0.81290084
46387429,6,tess2018349182500-s0006-0000000046387429-0126-s_wt.npy,0.0,0.0,0.0,1.0,0.09711487,0.004446442,0.0081256535,0.8903131
134545456,34,tess2021014023720-s0034-0000000134545456-0204-s_wt.npy,0.0,0.0,0.0,1.0,0.004969426,0.0017861727,0.0055067786,0.98773766
307783750,36,tess2021065132309-s0036-0000000307783750-0207-s_wt.npy,1.0,0.0,0.0,0.0,0.19879602,0.012249071,0.03585301,0.75310194
274039311,31,tess2020294194027-s0031-0000000274039311-0198-s_wt.npy,1.0,0.0,0.0,0.0,0.9954295,0.0029091807,0.0006988805,0.0009624245
349274787,7,tess2019006130736-s0007-0000000349274787-0131-s_wt.npy,0.0,0.0,0.0,1.0,0.0019801408,0.0016296608,0.005598483,0.9907917
238595984,8,tess2019032160000-s0008-0000000238595984-0136-s_wt.npy,0.0,0.0,0.0,1.0,0.0010229386,0.0011073713,0.0029031048,0.99496657
317016534,1,tess2018206045859-s0001-0000000317016534-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.07469389,0.027895348,0.28838816,0.6090226
299087490,41,tess2021204101404-s0041-0000000299087490-0212-s_wt.npy,0.0,1.0,0.0,0.0,0.003782843,0.9763215,0.011492337,0.008403312
260503393,32,tess2020324010417-s0032-0000000260503393-0200-s_wt.npy,0.0,0.0,0.0,1.0,0.0044173985,0.004943589,0.0083796885,0.9822594
42884620,6,tess2018349182500-s0006-0000000042884620-0126-s_wt.npy,0.0,0.0,0.0,1.0,0.00068803027,0.0005622707,0.0018067744,0.99694294
346338552,56,tess2022244194134-s0056-0000000346338552-0243-s_wt.npy,0.0,1.0,0.0,0.0,0.13457072,0.8581254,0.002110043,0.0051939096
341125788,17,tess2019279210107-s0017-0000000341125788-0161-s_wt.npy,0.0,0.0,0.0,1.0,0.00085434085,0.0013715025,0.0016661015,0.996108
229071346,2,tess2018234235059-s0002-0000000229071346-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.002144898,0.0041868105,0.007876126,0.98579216
38846515,2,tess2018234235059-s0002-0000000038846515-0121-s_wt.npy,0.0,1.0,0.0,0.0,0.0015120902,0.99611974,0.0016150356,0.00075304223
304392811,2,tess2018234235059-s0002-0000000304392811-0121-s_wt.npy,0.0,0.0,1.0,0.0,0.0060836417,0.97213215,0.014962111,0.006822195
89257479,1,tess2018206045859-s0001-0000000089257479-0120-s_wt.npy,0.0,0.0,1.0,0.0,0.01635397,0.016923524,0.9222945,0.044427957
143141922,33,tess2020351194500-s0033-0000000143141922-0203-s_wt.npy,0.0,0.0,0.0,1.0,0.009194961,0.006571076,0.013659005,0.97057503
